response_id,prompt_id,prompt,response,task_decomposition,sequencing_logic,actionability,cognitive_load,notes
R072,S3-P4,"I am tasked with writing the methodology section for a research paper on the effects of social media on teenagers, in which we will be surveying and interviewing undergraduate students within our college. Break this down into microtasks that are simple to understand and initiate, noting which microtasks depend on others and which can be worked on independently.","{
  ""microtasks"": [
    {
      ""id"": 1,
      ""description"": ""Outline the main subsections of the methodology section (e.g., Research Design, Participants, Data Collection, Data Analysis, Ethical Considerations)."",
      ""prerequisites"": []
    },
    {
      ""id"": 2,
      ""description"": ""Draft an introductory paragraph for the methodology section, briefly stating the overall approach."",
      ""prerequisites"": []
    },
    {
      ""id"": 3,
      ""description"": ""Describe the overall research design (e.g., mixed methods, sequential explanatory) for the study."",
      ""prerequisites"": []
    },
    {
      ""id"": 4,
      ""description"": ""Define the target population for the study (undergraduate students at your college)."",
      ""prerequisites"": []
    },
    {
      ""id"": 5,
      ""description"": ""Determine the sampling strategy for recruiting survey participants (e.g., convenience sampling, stratified random sampling)."",
      ""prerequisites"": []
    },
    {
      ""id"": 6,
      ""description"": ""Determine the sampling strategy for recruiting interview participants (e.g., purposive sampling, convenience sampling)."",
      ""prerequisites"": []
    },
    {
      ""id"": 7,
      ""description"": ""Specify the estimated sample size for the survey component of the study."",
      ""prerequisites"": [
        5
      ]
    },
    {
      ""id"": 8,
      ""description"": ""Specify the estimated sample size for the interview component of the study."",
      ""prerequisites"": [
        6
      ]
    },
    {
      ""id"": 9,
      ""description"": ""Define the inclusion and exclusion criteria for study participants."",
      ""prerequisites"": []
    },
    {
      ""id"": 10,
      ""description"": ""Write the 'Participants' subsection, integrating details on population, sampling strategies, sample sizes, and inclusion/exclusion criteria."",
      ""prerequisites"": [
        4,
        5,
        6,
        7,
        8,
        9
      ]
    },
    {
      ""id"": 11,
      ""description"": ""Identify key themes and variables related to social media effects on teenagers that will be measured by the survey."",
      ""prerequisites"": []
    },
    {
      ""id"": 12,
      ""description"": ""Draft specific survey questions based on the identified themes and variables."",
      ""prerequisites"": [
        11
      ]
    },
    {
      ""id"": 13,
      ""description"": ""Determine the platform and format for administering the survey (e.g., online via Qualtrics, paper-based)."",
      ""prerequisites"": []
    },
    {
      ""id"": 14,
      ""description"": ""Describe the survey instrument in detail, including its development, content, and format."",
      ""prerequisites"": [
        12,
        13
      ]
    },
    {
      ""id"": 15,
      ""description"": ""Identify key themes and open-ended questions related to social media effects on teenagers to be explored in interviews."",
      ""prerequisites"": []
    },
    {
      ""id"": 16,
      ""description"": ""Draft an interview protocol, including opening, core, and closing questions."",
      ""prerequisites"": [
        15
      ]
    },
    {
      ""id"": 17,
      ""description"": ""Describe the interview instrument (e.g., semi-structured interview protocol), including its structure and content."",
      ""prerequisites"": [
        16
      ]
    },
    {
      ""id"": 18,
      ""description"": ""Outline the participant recruitment process for both survey and interviews."",
      ""prerequisites"": [
        5,
        6,
        9
      ]
    },
    {
      ""id"": 19,
      ""description"": ""Describe the informed consent process for all study participants."",
      ""prerequisites"": []
    },
    {
      ""id"": 20,
      ""description"": ""Detail the procedure for administering the survey, including distribution and collection methods."",
      ""prerequisites"": [
        13,
        14,
        18,
        19
      ]
    },
    {
      ""id"": 21,
      ""description"": ""Detail the procedure for conducting the interviews, including location, recording, and transcription plans."",
      ""prerequisites"": [
        17,
        18,
        19
      ]
    },
    {
      ""id"": 22,
      ""description"": ""Write the 'Data Collection Procedures' subsection, integrating details on recruitment, consent, and administration of both survey and interviews."",
      ""prerequisites"": [
        18,
        19,
        20,
        21
      ]
    },
    {
      ""id"": 23,
      ""description"": ""Outline the planned quantitative data analysis methods for the survey data (e.g., descriptive statistics, specific inferential tests)."",
      ""prerequisites"": [
        12
      ]
    },
    {
      ""id"": 24,
      ""description"": ""Outline the planned qualitative data analysis methods for the interview data (e.g., thematic analysis, content analysis)."",
      ""prerequisites"": [
        16
      ]
    },
    {
      ""id"": 25,
      ""description"": ""Write the 'Data Analysis' subsection, detailing both quantitative and qualitative approaches."",
      ""prerequisites"": [
        23,
        24
      ]
    },
    {
      ""id"": 26,
      ""description"": ""Describe how participant anonymity and confidentiality will be ensured throughout the study."",
      ""prerequisites"": [
        19
      ]
    },
    {
      ""id"": 27,
      ""description"": ""Explain how ethical approval (e.g., Institutional Review Board/Ethics Committee) will be obtained or has been obtained."",
      ""prerequisites"": []
    },
    {
      ""id"": 28,
      ""description"": ""Write the 'Ethical Considerations' subsection, covering informed consent, anonymity, confidentiality, and ethical approval."",
      ""prerequisites"": [
        19,
        26,
        27
      ]
    },
    {
      ""id"": 29,
      ""description"": ""Review the entire methodology section for clarity, coherence, logical flow, and completeness."",
      ""prerequisites"": [
        2,
        3,
        10,
        14,
        17,
        22,
        25,
        28
      ]
    },
    {
      ""id"": 30,
      ""description"": ""Edit the methodology section for grammar, spelling, punctuation, and adherence to academic writing style."",
      ""prerequisites"": [
        29
      ]
    }
  ]
}",,,,,
R073,S3-P3,"I need to write the Significance of the Study section for a research paper on sleep deprivation and academic performance among undergraduate students. The section needs to address significance to the academic community, to university administrators, and to student health services. Give me the most granular breakdown of microtasks possible for writing this section.","{""microtasks"": [{""id"": 1, ""description"": ""Read and summarize the research problem (sleep deprivation and academic performance among undergraduate students)."", ""prerequisites"": []}, {""id"": 2, ""description"": ""Conduct a quick literature search to identify key studies on sleep deprivation's impact on academic performance."", ""prerequisites"": [1]}, {""id"": 3, ""description"": ""Extract and note relevant statistics, findings, and gaps from the literature."", ""prerequisites"": [2]}, {""id"": 4, ""description"": ""Identify the primary theoretical frameworks relevant to the study."", ""prerequisites"": [3]}, {""id"": 5, ""description"": ""Define the scope and objectives of the Significance of the Study section."", ""prerequisites"": [4]}, {""id"": 6, ""description"": ""List three theoretical contributions of the study to the academic community."", ""prerequisites"": [5]}, {""id"": 7, ""description"": ""List two empirical gaps the study addresses for the academic community."", ""prerequisites"": [5]}, {""id"": 8, ""description"": ""Draft the opening sentence for the academic community significance paragraph."", ""prerequisites"": [6,7]}, {""id"": 9, ""description"": ""Draft the second sentence (research gap) for the academic community paragraph."", ""prerequisites"": [8]}, {""id"": 10, ""description"": ""Draft the third sentence (theoretical contribution) for the academic community paragraph."", ""prerequisites"": [8]}, {""id"": 11, ""description"": ""Draft the concluding sentence for the academic community paragraph."", ""prerequisites"": [8]}, {""id"": 12, ""description"": ""List two policy implications of the study for university administrators."", ""prerequisites"": [5]}, {""id"": 13, ""description"": ""List two potential interventions suggested by the study for administrators."", ""prerequisites"": [5]}, {""id"": 14, ""description"": ""Draft the opening sentence for the administrator significance paragraph."", ""prerequisites"": [12,13]}, {""id"": 15, ""description"": ""Draft the second sentence (policy implication) for the administrator paragraph."", ""prerequisites"": [14]}, {""id"": 16, ""description"": ""Draft the third sentence (intervention) for the administrator paragraph."", ""prerequisites"": [14]}, {""id"": 17, ""description"": ""Draft the concluding sentence for the administrator paragraph."", ""prerequisites"": [14]}, {""id"": 18, ""description"": ""List two health service implications of the study for student health services."", ""prerequisites"": [5]}, {""id"": 19, ""description"": ""List two screening or counseling recommendations derived from the study for health services."", ""prerequisites"": [5]}, {""id"": 20, ""description"": ""Draft the opening sentence for the health services significance paragraph."", ""prerequisites"": [18,19]}, {""id"": 21, ""description"": ""Draft the second sentence (implication) for the health services paragraph."", ""prerequisites"": [20]}, {""id"": 22, ""description"": ""Draft the third sentence (recommendation) for the health services paragraph."", ""prerequisites"": [20]}, {""id"": 23, ""description"": ""Draft the concluding sentence for the health services paragraph."", ""prerequisites"": [20]}, {""id"": 24, ""description"": ""Review the academic community paragraph for clarity and conciseness."", ""prerequisites"": [8,9,10,11]}, {""id"": 25, ""description"": ""Review the academic community paragraph for audience appropriateness."", ""prerequisites"": [8,9,10,11]}, {""id"": 26, ""description"": ""Review the academic community paragraph for grammar and style."", ""prerequisites"": [8,9,10,11]}, {""id"": 27, ""description"": ""Review the administrator paragraph for clarity and conciseness."", ""prerequisites"": [14,15,16,17]}, {""id"": 28, ""description"": ""Review the administrator paragraph for audience appropriateness."", ""prerequisites"": [14,15,16,17]}, {""id"": 29, ""description"": ""Review the administrator paragraph for grammar and style."", ""prerequisites"": [14,15,16,17]}, {""id"": 30, ""description"": ""Review the health services paragraph for clarity and conciseness."", ""prerequisites"": [20,21,22,23]}, {""id"": 31, ""description"": ""Review the health services paragraph for audience appropriateness."", ""prerequisites"": [20,21,22,23]}, {""id"": 32, ""description"": ""Review the health services paragraph for grammar and style."", ""prerequisites"": [20,21,22,23]}, {""id"": 33, ""description"": ""Integrate the three paragraphs into a single Significance of the Study section."", ""prerequisites"": [24,25,26,27,28,29,30,31,32]}, {""id"": 34, ""description"": ""Add transitional phrases to ensure logical flow between paragraphs."", ""prerequisites"": [33]}, {""id"": 35, ""description"": ""Identify sources to support each claim in the integrated section."", ""prerequisites"": [33]}, {""id"": 36, ""description"": ""Insert in-text citations for the academic community claims."", ""prerequisites"": [35]}, {""id"": 37, ""description"": ""Insert in-text citations for the administrator claims."", ""prerequisites"": [35]}, {""id"": 38, ""description"": ""Insert in-text citations for the health services claims."", ""prerequisites"": [35]}, {""id"": 39, ""description"": ""Format all citations according to the target style guide (e.g., APA)."", ""prerequisites"": [36,37,38]}, {""id"": 40, ""description"": ""Perform a final grammar and spelling check on the entire Significance section."", ""prerequisites"": [39]}, {""id"": 41, ""description"": ""Verify heading and subheading formatting for the Significance section."", ""prerequisites"": [40]}, {""id"": 42, ""description"": ""Ensure the Significance section meets word count and content requirements."", ""prerequisites"": [41]}]}",,,,,
R074,S3-P1,I need to write the Background of the Study section for a research paper on the effects of social media use on teenagers. The paper argues that excessive social media use is linked to increased anxiety and lower self-esteem among teenagers. Break this down into microtasks I can start working on immediately.,"{
  ""microtasks"": [
    {
      ""id"": 1,
      ""description"": ""Understand the purpose and scope of the 'Background of the Study' section for a research paper."",
      ""prerequisites"": []
    },
    {
      ""id"": 2,
      ""description"": ""Identify key terms for literature search related to social media, teenagers, anxiety, self-esteem, and excessive use."",
      ""prerequisites"": []
    },
    {
      ""id"": 3,
      ""description"": ""Conduct a preliminary literature search on the prevalence and general patterns of social media use among teenagers."",
      ""prerequisites"": []
    },
    {
      ""id"": 4,
      ""description"": ""Conduct a preliminary literature search on the general impact of social media on teenagers' well-being."",
      ""prerequisites"": []
    },
    {
      ""id"": 5,
      ""description"": ""Conduct a preliminary literature search specifically on the link between social media use and anxiety in teenagers."",
      ""prerequisites"": []
    },
    {
      ""id"": 6,
      ""description"": ""Conduct a preliminary literature search specifically on the link between social media use and self-esteem in teenagers."",
      ""prerequisites"": []
    },
    {
      ""id"": 7,
      ""description"": ""Conduct a preliminary literature search for definitions or conceptualizations of 'excessive social media use' in the context of teenagers."",
      ""prerequisites"": []
    },
    {
      ""id"": 8,
      ""description"": ""Create a high-level outline for the 'Background of the Study' section, including main topics and their logical flow."",
      ""prerequisites"": [
        1
      ]
    },
    {
      ""id"": 9,
      ""description"": ""Draft an opening paragraph introducing social media and its widespread adoption among teenagers."",
      ""prerequisites"": [
        3
      ]
    },
    {
      ""id"": 10,
      ""description"": ""Draft a paragraph describing the general context of social media use among teenagers, including common platforms and usage patterns."",
      ""prerequisites"": [
        3
      ]
    },
    {
      ""id"": 11,
      ""description"": ""Draft a paragraph defining or contextualizing 'excessive social media use' based on literature."",
      ""prerequisites"": [
        7
      ]
    },
    {
      ""id"": 12,
      ""description"": ""Draft a paragraph introducing the emerging concerns about social media's potential negative impacts on adolescent mental health."",
      ""prerequisites"": [
        4
      ]
    },
    {
      ""id"": 13,
      ""description"": ""Draft a paragraph specifically introducing anxiety as a concern related to social media use among teenagers, integrating initial findings."",
      ""prerequisites"": [
        5,
        12
      ]
    },
    {
      ""id"": 14,
      ""description"": ""Draft a paragraph specifically introducing lower self-esteem as a concern related to social media use among teenagers, integrating initial findings."",
      ""prerequisites"": [
        6,
        12
      ]
    },
    {
      ""id"": 15,
      ""description"": ""Draft a paragraph synthesizing the existing literature on social media and anxiety, highlighting key findings and unresolved questions."",
      ""prerequisites"": [
        13
      ]
    },
    {
      ""id"": 16,
      ""description"": ""Draft a paragraph synthesizing the existing literature on social media and self-esteem, highlighting key findings and unresolved questions."",
      ""prerequisites"": [
        14
      ]
    },
    {
      ""id"": 17,
      ""description"": ""Draft a paragraph that connects the synthesized literature to the specific argument of the paper (excessive use, anxiety, self-esteem), setting up the need for the current study."",
      ""prerequisites"": [
        11,
        15,
        16
      ]
    },
    {
      ""id"": 18,
      ""description"": ""Review the entire 'Background of the Study' section for overall coherence, logical flow, and clarity."",
      ""prerequisites"": [
        9,
        10,
        17
      ]
    },
    {
      ""id"": 19,
      ""description"": ""Check that all claims are supported by evidence and properly cited."",
      ""prerequisites"": [
        18
      ]
    },
    {
      ""id"": 20,
      ""description"": ""Proofread the section for grammar, spelling, punctuation, and formatting errors."",
      ""prerequisites"": [
        19
      ]
    }
  ]
}",,,,,
R075,S3-P9,"I need to write the Conclusion and Recommendations chapter for our research paper on reward-based habit formation among working professionals. The chapter should summarize key findings from our results, discuss implications for employers and HR practitioners, acknowledge study limitations, and suggest directions for future research. Break this down into microtasks. I can complete one at a time, noting which microtasks depend on others and which can be worked on independently.","{
  ""microtasks"": [
    {
      ""id"": 1,
      ""description"": ""Review the results and discussion sections of the research paper to extract the primary findings regarding reward-based habit formation."",
      ""prerequisites"": []
    },
    {
      ""id"": 2,
      ""description"": ""Draft the summary of key findings, highlighting how rewards influence habit formation among working professionals."",
      ""prerequisites"": [1]
    },
    {
      ""id"": 3,
      ""description"": ""Brainstorm and outline practical implications of the findings specifically for employers and HR practitioners."",
      ""prerequisites"": [1]
    },
    {
      ""id"": 4,
      ""description"": ""Draft the 'Implications for Employers and HR' section, detailing actionable strategies for workplace habit formation."",
      ""prerequisites"": [3]
    },
    {
      ""id"": 5,
      ""description"": ""Identify and list the methodological, sample, and contextual limitations of the study."",
      ""prerequisites"": []
    },
    {
      ""id"": 6,
      ""description"": ""Draft the 'Limitations' section of the chapter, explaining how these factors may affect the generalizability of the results."",
      ""prerequisites"": [5]
    },
    {
      ""id"": 7,
      ""description"": ""Brainstorm future research directions that address the identified limitations and build upon the study's findings."",
      ""prerequisites"": [1, 5]
    },
    {
      ""id"": 8,
      ""description"": ""Draft the 'Directions for Future Research' section, proposing specific areas and methodologies for subsequent studies."",
      ""prerequisites"": [7]
    },
    {
      ""id"": 9,
      ""description"": ""Draft the final concluding paragraph of the chapter, summarizing the overall contribution of the study."",
      ""prerequisites"": [2]
    },
    {
      ""id"": 10,
      ""description"": ""Compile, format, and edit the entire Conclusion and Recommendations chapter for flow, academic tone, and transitions between sections."",
      ""prerequisites"": [2, 4, 6, 8, 9]
    }
  ]
}",,,,,
R076,S3-P3,"I need to write the Significance of the Study section for a research paper on sleep deprivation and academic performance among undergraduate students. The section needs to address significance to the academic community, to university administrators, and to student health services. Give me the most granular breakdown of microtasks possible for writing this section.","{""microtasks"": [{""id"": 1, ""description"": ""Identify specific theoretical gaps in existing sleep and academic performance literature."", ""prerequisites"": []}, {""id"": 2, ""description"": ""Identify specific empirical or methodological gaps in existing sleep and academic performance literature."", ""prerequisites"": []}, {""id"": 3, ""description"": ""List potential administrative implications (e.g., scheduling, retention policies, academic support)."", ""prerequisites"": []}, {""id"": 4, ""description"": ""List potential health service implications (e.g., wellness programming, counseling, preventative education)."", ""prerequisites"": []}, {""id"": 5, ""description"": ""Draft the academic community subsection regarding theoretical contributions."", ""prerequisites"": [1]}, {""id"": 6, ""description"": ""Draft the academic community subsection regarding empirical or methodological contributions."", ""prerequisites"": [2]}, {""id"": 7, ""description"": ""Draft the university administrator subsection."", ""prerequisites"": [3]}, {""id"": 8, ""description"": ""Draft the student health services subsection."", ""prerequisites"": [4]}, {""id"": 9, ""description"": ""Write the introductory sentence or paragraph for the Significance of the Study section."", ""prerequisites"": []}, {""id"": 10, ""description"": ""Write the concluding sentence or paragraph for the Significance of the Study section."", ""prerequisites"": [5, 6, 7, 8]}, {""id"": 11, ""description"": ""Assemble the introductory paragraph, stakeholder subsections, and concluding paragraph into a single draft."", ""prerequisites"": [9, 5, 6, 7, 8, 10]}, {""id"": 12, ""description"": ""Review and edit the section for smooth transitions between the different stakeholder groups."", ""prerequisites"": [11]}]}",,,,,
R077,S3-P5,I am writing the scope and limitations section for our research paper on peer pressure and risk-taking behavior among adolescents. We will only have high school students from our partner schools as participants. Another limitation is that we are not measuring long-term behavioral outcomes beyond the school year. Create microtasks that I can accomplish procedurally to complete this section of the paper.,"{
  ""microtasks"": [
    {
      ""id"": 1,
      ""description"": ""Define the demographic parameters (e.g., age range, grade levels) of the adolescent participants."",
      ""prerequisites"": []
    },
    {
      ""id"": 2,
      ""description"": ""Define the institutional boundaries (the specific partner schools) included in the study."",
      ""prerequisites"": []
    },
    {
      ""id"": 3,
      ""description"": ""Define the specific variables (peer pressure and risk-taking behavior) to be measured."",
      ""prerequisites"": []
    },
    {
      ""id"": 4,
      ""description"": ""Write the Scope paragraph by synthesizing the demographic, institutional, and variable definitions."",
      ""prerequisites"": [1, 2, 3]
    },
    {
      ""id"": 5,
      ""description"": ""Draft a statement regarding the sampling limitation caused by the focus on partner schools."",
      ""prerequisites"": [2]
    },
    {
      ""id"": 6,
      ""description"": ""Draft a statement regarding the temporal limitation caused by the lack of long-term behavioral data."",
      ""prerequisites"": []
    },
    {
      ""id"": 7,
      ""description"": ""Write the Limitations paragraph by synthesizing the sampling and temporal statements."",
      ""prerequisites"": [5, 6]
    },
    {
      ""id"": 8,
      ""description"": ""Review the combined Scope and Limitations section for academic tone and logical flow."",
      ""prerequisites"": [4, 7]
    }
  ]
}",,,,,
R078,S3-P9,"I need to write the Conclusion and Recommendations chapter for our research paper on reward-based habit formation among working professionals. The chapter should summarize key findings from our results, discuss implications for employers and HR practitioners, acknowledge study limitations, and suggest directions for future research. Break this down into microtasks. I can complete one at a time, noting which microtasks depend on others and which can be worked on independently.","{
  ""microtasks"": [
    {
      ""id"": 1,
      ""description"": ""Outline the main sections for the Conclusion and Recommendations chapter (e.g., Summary of Findings, Implications, Limitations, Future Research)."",
      ""prerequisites"": []
    },
    {
      ""id"": 2,
      ""description"": ""Review the 'Results' chapter to identify the most significant findings related to reward-based habit formation."",
      ""prerequisites"": []
    },
    {
      ""id"": 3,
      ""description"": ""Identify potential limitations of the study's methodology, sample, or scope."",
      ""prerequisites"": []
    },
    {
      ""id"": 4,
      ""description"": ""Draft a section summarizing the key findings from the 'Results' chapter clearly and concisely."",
      ""prerequisites"": [
        2
      ]
    },
    {
      ""id"": 5,
      ""description"": ""Brainstorm practical implications of the key findings for employers and HR practitioners."",
      ""prerequisites"": [
        4
      ]
    },
    {
      ""id"": 6,
      ""description"": ""Draft a section discussing the implications for employers and HR practitioners, linking them directly to the findings."",
      ""prerequisites"": [
        5
      ]
    },
    {
      ""id"": 7,
      ""description"": ""Draft a section acknowledging the identified study limitations and their potential impact."",
      ""prerequisites"": [
        3
      ]
    },
    {
      ""id"": 8,
      ""description"": ""Brainstorm specific, actionable directions for future research based on the study's findings and limitations."",
      ""prerequisites"": [
        4,
        7
      ]
    },
    {
      ""id"": 9,
      ""description"": ""Draft a section outlining the suggested directions for future research."",
      ""prerequisites"": [
        8
      ]
    },
    {
      ""id"": 10,
      ""description"": ""Draft a brief introductory paragraph for the Conclusion and Recommendations chapter."",
      ""prerequisites"": [
        1
      ]
    },
    {
      ""id"": 11,
      ""description"": ""Draft a brief concluding paragraph for the Conclusion and Recommendations chapter."",
      ""prerequisites"": [
        6,
        7,
        9
      ]
    },
    {
      ""id"": 12,
      ""description"": ""Review the entire chapter for clarity, coherence, and logical flow between sections."",
      ""prerequisites"": [
        6,
        7,
        9,
        10,
        11
      ]
    },
    {
      ""id"": 13,
      ""description"": ""Check for consistency in terminology, formatting, and tone throughout the chapter."",
      ""prerequisites"": [
        12
      ]
    },
    {
      ""id"": 14,
      ""description"": ""Proofread the chapter for grammar, spelling, punctuation, and typographical errors."",
      ""prerequisites"": [
        13
      ]
    }
  ]
}",,,,,
R079,S3-P1,I need to write the Background of the Study section for a research paper on the effects of social media use on teenagers. The paper argues that excessive social media use is linked to increased anxiety and lower self-esteem among teenagers. Break this down into microtasks I can start working on immediately.,"{""microtasks"": [{""id"": 1, ""description"": ""Define key terms (social media use, anxiety, self-esteem, teenagers) to establish the scope of the study."", ""prerequisites"": []}, {""id"": 2, ""description"": ""Gather statistics on current teenage social media usage rates."", ""prerequisites"": []}, {""id"": 3, ""description"": ""Collect academic studies linking social media use to anxiety in adolescents."", ""prerequisites"": []}, {""id"": 4, ""description"": ""Collect academic studies linking social media use to self-esteem in adolescents."", ""prerequisites"": []}, {""id"": 5, ""description"": ""Identify specific gaps in existing literature regarding the intersection of social media, anxiety, and self-esteem."", ""prerequisites"": [3, 4]}, {""id"": 6, ""description"": ""Create a structural outline for the Background section (Context -> Problem -> Gap -> Aim)."", ""prerequisites"": [1, 2, 5]}, {""id"": 7, ""description"": ""Draft the introductory paragraph regarding the prevalence and context of social media use."", ""prerequisites"": [2, 6]}, {""id"": 8, ""description"": ""Draft the paragraph discussing the correlation between social media and anxiety."", ""prerequisites"": [3, 6]}, {""id"": 9, ""description"": ""Draft the paragraph discussing the correlation between social media and self-esteem."", ""prerequisites"": [4, 6]}, {""id"": 10, ""description"": ""Draft the paragraph identifying the research gap and the necessity of the current study."", ""prerequisites"": [5, 6]}, {""id"": 11, ""description"": ""Draft the concluding paragraph stating the study's purpose and objectives."", ""prerequisites"": [10]}, {""id"": 12, ""description"": ""Review the full draft for logical flow and smooth transitions between paragraphs."", ""prerequisites"": [7, 8, 9, 11]}, {""id"": 13, ""description"": ""Verify all in-text citations against the reference list for accuracy."", ""prerequisites"": [12]}]}",,,,,
R080,S3-P6,I need to write the related literature section of our research paper on the effects of social media use on teenagers. I do not know where to start. Create microtasks that would help me write this section of the paper.,"{
  ""microtasks"": [
    {
      ""id"": 1,
      ""description"": ""Define specific research sub-topics (e.g., mental health, sleep patterns, social comparison, or cyberbullying) to narrow the scope."",
      ""prerequisites"": []
    },
    {
      ""id"": 2,
      ""description"": ""Generate a list of search keywords and Boolean operators (AND, OR) based on the defined sub-topics."",
      ""prerequisites"": [1]
    },
    {
      ""id"": 3,
      ""description"": ""Conduct searches in academic databases (e.g., Google Scholar, PsycINFO, PubMed) using the keyword list."",
      ""prerequisites"": [2]
    },
    {
      ""id"": 4,
      ""description"": ""Screen search results by reading titles and abstracts to select relevant peer-reviewed articles."",
      ""prerequisites"": [3]
    },
    {
      ""id"": 5,
      ""description"": ""Read selected full-text articles and extract key findings, methodologies, and theoretical frameworks."",
      ""prerequisites"": [4]
    },
    {
      ""id"": 6,
      ""description"": ""Populate a synthesis matrix (a table mapping authors to specific themes, findings, and methods)."",
      ""prerequisites"": [5]
    },
    {
      ""id"": 7,
      ""description"": ""Identify recurring themes and existing research gaps within the synthesis matrix."",
      ""prerequisites"": [6]
    },
    {
      ""id"": 8,
      ""description"": ""Create a thematic outline for the literature review section based on identified themes."",
      ""prerequisites"": [7]
    },
    {
      ""id"": 9,
      ""description"": ""Write the introductory paragraph of the literature review, defining the scope and importance of the topic."",
      ""prerequisites"": [8]
    },
    {
      ""id"": 10,
      ""description"": ""Draft the subsection corresponding to the first identified theme."",
      ""prerequisites"": [8]
    },
    {
      ""id"": 11,
      ""description"": ""Draft the subsection corresponding to the second identified theme."",
      ""prerequisites"": [8]
    },
    {
      ""id"": 12,
      ""description"": ""Draft the subsection corresponding to the third identified theme."",
      ""prerequisites"": [8]
    },
    {
      ""id"": 13,
      ""description"": ""Write the concluding paragraph that summarizes the current state of research and explicitly states the gap your study fills."",
      ""prerequisites"": [8]
    },
    {
      ""id"": 14,
      ""description"": ""Verify that all in-text citations match the reference list and follow the required style guide (e.g., APA, MLA)."",
      ""prerequisites"": [9, 10, 11, 12, 13]
    },
    {
      ""id"": 15,
      ""description"": ""Review the entire section for logical transitions between themes and academic tone."",
      ""prerequisites"": [14]
    }
  ]
}",,,,,
R081,S3-P1,I need to write the Background of the Study section for a research paper on the effects of social media use on teenagers. The paper argues that excessive social media use is linked to increased anxiety and lower self-esteem among teenagers. Break this down into microtasks I can start working on immediately.,"{""microtasks"": [{""id"": 1, ""description"": ""Define key terms (social media use, anxiety, self-esteem, teenagers) to establish the scope of the study."", ""prerequisites"": []}, {""id"": 2, ""description"": ""Gather statistics on current teenage social media usage rates."", ""prerequisites"": []}, {""id"": 3, ""description"": ""Collect academic studies linking social media use to anxiety in adolescents."", ""prerequisites"": []}, {""id"": 4, ""description"": ""Collect academic studies linking social media use to self-esteem in adolescents."", ""prerequisites"": []}, {""id"": 5, ""description"": ""Identify specific gaps in existing literature regarding the intersection of social media, anxiety, and self-esteem."", ""prerequisites"": [3, 4]}, {""id"": 6, ""description"": ""Create a structural outline for the Background section (Context -> Problem -> Gap -> Aim)."", ""prerequisites"": [1, 2, 5]}, {""id"": 7, ""description"": ""Draft the introductory paragraph regarding the prevalence and context of social media use."", ""prerequisites"": [2, 6]}, {""id"": 8, ""description"": ""Draft the paragraph discussing the correlation between social media and anxiety."", ""prerequisites"": [3, 6]}, {""id"": 9, ""description"": ""Draft the paragraph discussing the correlation between social media and self-esteem."", ""prerequisites"": [4, 6]}, {""id"": 10, ""description"": ""Draft the paragraph identifying the research gap and the necessity of the current study."", ""prerequisites"": [5, 6]}, {""id"": 11, ""description"": ""Draft the concluding paragraph stating the study's purpose and objectives."", ""prerequisites"": [10]}, {""id"": 12, ""description"": ""Review the full draft for logical flow and smooth transitions between paragraphs."", ""prerequisites"": [7, 8, 9, 11]}, {""id"": 13, ""description"": ""Verify all in-text citations against the reference list for accuracy."", ""prerequisites"": [12]}]}",,,,,
